$id,title,description,price,status,serviceRequest
1f8e7b5b-1e1a-4cf3-9b7c-f54d9078dd6b,Standard Lighting setup in the rooftop,"Install new ceiling lights. Location: rooftop, Quantity: 5, Type: standard.",204.72,completed,6f510508-a6b6-4ddc-a8a0-dc5deeb41128
04a3ddd8-6851-4a25-99b6-413b3a97b47e,Emergency Lawn mowing in the bathroom,"Mow the entire front and backyard. Location: bathroom, Quantity: 1, Type: emergency.",242.37,completed,712b402e-57aa-4c29-a0e0-d4f2590b9bf7
ed82227a-feae-4b4a-9236-58e630845c23,Urgent Lawn mowing in the garage,"Mow the entire front and backyard. Location: garage, Quantity: 1, Type: urgent.",173.06,in progress,712b402e-57aa-4c29-a0e0-d4f2590b9bf7
cf998b20-6ca9-4583-9045-ccdecd8a4d4b,Standard Lawn mowing in the living room,"Mow the entire front and backyard. Location: living room, Quantity: 3, Type: standard.",234.16,in progress,712b402e-57aa-4c29-a0e0-d4f2590b9bf7
fe821d11-a714-410c-8de7-1bc9b717f866,Basic Install shelves in the garage,"Install two wooden wall shelves. Location: garage, Quantity: multiple, Type: basic.",202.51,completed,85774409-f026-465c-9847-4f99764eca0f
f59bf09a-675b-4615-8b87-51c65dedad73,Urgent Install shelves in the rooftop,"Install two wooden wall shelves. Location: rooftop, Quantity: multiple, Type: urgent.",51.63,completed,85774409-f026-465c-9847-4f99764eca0f
0fb8c848-0109-48e1-b4e8-34b177e50cc7,Deep Window cleaning in the balcony,"Clean all windows inside and out. Location: balcony, Quantity: 4, Type: deep.",229.1,in progress,228c661e-de08-49e9-9b30-5d311e410a54
82bec11e-5d60-46ad-95ba-ddb2456bd799,Deep Window cleaning in the backyard,"Clean all windows inside and out. Location: backyard, Quantity: 5, Type: deep.",43.85,completed,228c661e-de08-49e9-9b30-5d311e410a54
05431f1c-aea0-4469-a2ef-2ae70c66b0f8,Basic Clean bathroom in the kitchen,"Disinfect and clean all bathroom surfaces. Location: kitchen, Quantity: 4, Type: basic.",70.71,in progress,228c661e-de08-49e9-9b30-5d311e410a54
78e6aade-e866-4f67-91ee-5fb4cf0f9f0f,Advanced Fix door frame in the kitchen,"Repair broken door frame. Location: kitchen, Quantity: 2, Type: advanced.",68.49,completed,02219315-ee18-40f7-95f4-2f2003ecceba
df213096-9777-4d0f-810d-9ecf923c9da5,Full Install shelves in the bedroom,"Install two wooden wall shelves. Location: bedroom, Quantity: several, Type: full.",133.67,in progress,02219315-ee18-40f7-95f4-2f2003ecceba
850f4c4b-bf6d-4daf-9906-b4795f4eb525,Advanced Trim hedges in the balcony,"Trim and shape all garden hedges. Location: balcony, Quantity: 1, Type: advanced.",57.12,in progress,d9f8098c-6c59-467c-8e5f-c34fcb3d2cee
1c9ae069-491d-4656-9fb3-285c1dced1ac,Scheduled Lawn mowing in the rooftop,"Mow the entire front and backyard. Location: rooftop, Quantity: several, Type: scheduled.",47.53,in progress,d9f8098c-6c59-467c-8e5f-c34fcb3d2cee
027a8d54-530c-459a-aa59-f5ada2bf50e5,Basic Weeding in the bedroom,"Remove all weeds from flower beds. Location: bedroom, Quantity: multiple, Type: basic.",128.44,in progress,d9f8098c-6c59-467c-8e5f-c34fcb3d2cee
07702830-3eee-4b1b-ab85-a45d3c7ccde8,Standard Fix door frame in the kitchen,"Repair broken door frame. Location: kitchen, Quantity: 5, Type: standard.",51.5,in progress,22b7312e-a7ec-4663-a260-50433cea62cc
b20bc334-068c-45af-aeb5-8b7bcef29596,Advanced Install shelves in the kitchen,"Install two wooden wall shelves. Location: kitchen, Quantity: 3, Type: advanced.",229.07,in progress,22b7312e-a7ec-4663-a260-50433cea62cc
cccbb944-13fa-4e69-9ffb-c1f742296e2f,Basic Assemble cabinet in the bathroom,"Assemble and mount wooden cabinet. Location: bathroom, Quantity: multiple, Type: basic.",176.05,in progress,22b7312e-a7ec-4663-a260-50433cea62cc
26cc9d31-385a-4f5b-a428-e99ca38f1baf,Deep Weeding in the bedroom,"Remove all weeds from flower beds. Location: bedroom, Quantity: multiple, Type: deep.",178.41,in progress,e56f9926-f804-464b-931b-96552ba9c7df
66c970cb-5b8b-488f-a3af-b9f82ea58f9c,Urgent Weeding in the kitchen,"Remove all weeds from flower beds. Location: kitchen, Quantity: 3, Type: urgent.",41.14,in progress,e56f9926-f804-464b-931b-96552ba9c7df
09b87720-a12b-4688-b601-3b1c5d77d0fc,Full Trim hedges in the living room,"Trim and shape all garden hedges. Location: living room, Quantity: 5, Type: full.",114.89,in progress,b7225b5e-1e39-4bac-baff-5a04f4a51fa7
a306d581-c09b-4259-a3e1-670c485a92b9,Emergency Lawn mowing in the balcony,"Mow the entire front and backyard. Location: balcony, Quantity: 1, Type: emergency.",245.71,in progress,b7225b5e-1e39-4bac-baff-5a04f4a51fa7
9780ead6-9b5b-4eb9-b848-5944c227e25b,Scheduled Weeding in the living room,"Remove all weeds from flower beds. Location: living room, Quantity: multiple, Type: scheduled.",96.73,completed,b7225b5e-1e39-4bac-baff-5a04f4a51fa7
79f6087c-efe3-4b15-9a63-bdc963042b30,Standard Install power socket in the living room,"Install and test a new wall socket. Location: living room, Quantity: multiple, Type: standard.",73.93,completed,380e196d-24d8-445f-a311-6fc8cd2ad051
30fc76f2-add9-4e78-a418-5ead8972fdf8,Advanced Install power socket in the bedroom,"Install and test a new wall socket. Location: bedroom, Quantity: multiple, Type: advanced.",210.31,completed,380e196d-24d8-445f-a311-6fc8cd2ad051
325d8c22-5eaf-43e4-9eb1-f1cb4175776e,Basic Lighting setup in the living room,"Install new ceiling lights. Location: living room, Quantity: several, Type: basic.",128.54,in progress,380e196d-24d8-445f-a311-6fc8cd2ad051
ca0db757-08bd-4165-b3bc-56d8e9155977,Basic Install shelves in the balcony,"Install two wooden wall shelves. Location: balcony, Quantity: multiple, Type: basic.",240.36,in progress,c2109f89-cc23-4ee9-b93a-4035fbc2cb52
65567847-c9df-4ae1-ae82-2d3b49f0c5b5,Standard Install shelves in the living room,"Install two wooden wall shelves. Location: living room, Quantity: 2, Type: standard.",191.18,completed,c2109f89-cc23-4ee9-b93a-4035fbc2cb52
2edbbcbe-56cd-482e-893e-f640cd9a2673,Urgent Install power socket in the living room,"Install and test a new wall socket. Location: living room, Quantity: 3, Type: urgent.",159.76,in progress,2fa34c65-1f07-46dc-88fd-702dd4f8eb63
cf08e440-871a-458f-b216-ea3f43a94252,Basic Install power socket in the balcony,"Install and test a new wall socket. Location: balcony, Quantity: 2, Type: basic.",123.35,completed,2fa34c65-1f07-46dc-88fd-702dd4f8eb63
e6e70395-11d4-4c79-8852-c5885e5da2a4,Emergency Fix leaking sink in the rooftop,"Identify and repair kitchen sink leak. Location: rooftop, Quantity: 3, Type: emergency.",105.58,in progress,b6d6fc34-8605-4f34-9a35-80ca66dead3c
d66f77ba-fc83-4304-9b60-588b39e4f1b2,Standard Unclog drain in the backyard,"Unclog blocked bathroom drain. Location: backyard, Quantity: multiple, Type: standard.",242.92,in progress,b6d6fc34-8605-4f34-9a35-80ca66dead3c
0f2d1dbf-ceab-4e26-8a52-fc4f00f03bea,Standard Vacuum carpets in the backyard,"Vacuum all carpeted areas. Location: backyard, Quantity: 4, Type: standard.",81.26,in progress,7a03d9b3-8218-4320-8696-12d81004ba3e
45dc901a-18f2-434c-9204-76773da9c6db,Basic Vacuum carpets in the living room,"Vacuum all carpeted areas. Location: living room, Quantity: 5, Type: basic.",67.82,in progress,7a03d9b3-8218-4320-8696-12d81004ba3e
9fe86c08-1754-47ca-a23b-9d780d97135d,Standard Weeding in the garage,"Remove all weeds from flower beds. Location: garage, Quantity: 4, Type: standard.",181.9,completed,bab19c6b-fba1-4232-9f2d-7211179ab00e
567fb87d-d1ea-45b1-b871-b26a75e87bc3,Scheduled Lawn mowing in the living room,"Mow the entire front and backyard. Location: living room, Quantity: 5, Type: scheduled.",127.02,completed,bab19c6b-fba1-4232-9f2d-7211179ab00e
a4393b26-268b-45d6-91ac-4ed5ed8251fe,Scheduled Install power socket in the rooftop,"Install and test a new wall socket. Location: rooftop, Quantity: 4, Type: scheduled.",118.56,in progress,101ecf44-6eea-46f7-ac98-8cc99378b86d
bd95ed60-bfb9-40b4-a98a-268770dc5203,Advanced Lighting setup in the backyard,"Install new ceiling lights. Location: backyard, Quantity: multiple, Type: advanced.",228.97,completed,101ecf44-6eea-46f7-ac98-8cc99378b86d
bb5b557c-59a3-49dd-b4e6-ccd596f9a11c,Standard Lighting setup in the rooftop,"Install new ceiling lights. Location: rooftop, Quantity: 1, Type: standard.",134.97,completed,698b47d6-5a8f-4e5e-a706-cf71281540ab
97693421-6a10-49a1-852d-6cf3037a509e,Standard Fix circuit breaker in the balcony,"Diagnose and repair faulty breaker. Location: balcony, Quantity: 3, Type: standard.",205.73,completed,698b47d6-5a8f-4e5e-a706-cf71281540ab
55271a9a-cfb3-437f-bd45-7a7786ff0627,Advanced Lighting setup in the garage,"Install new ceiling lights. Location: garage, Quantity: 2, Type: advanced.",237.42,in progress,698b47d6-5a8f-4e5e-a706-cf71281540ab
446be781-baf8-423e-b100-2c975bfbe5a8,Advanced Fix circuit breaker in the garage,"Diagnose and repair faulty breaker. Location: garage, Quantity: 1, Type: advanced.",75.17,in progress,790cf9ff-7360-4b90-8ab1-d1173b9c45a2
f9e33715-7147-48f9-bc19-323c6d5c33ca,Full Install power socket in the living room,"Install and test a new wall socket. Location: living room, Quantity: 2, Type: full.",44.26,in progress,790cf9ff-7360-4b90-8ab1-d1173b9c45a2
78f4475e-9522-4fef-9c49-78ebdc202c26,Emergency Fix circuit breaker in the bathroom,"Diagnose and repair faulty breaker. Location: bathroom, Quantity: 3, Type: emergency.",153.28,completed,790cf9ff-7360-4b90-8ab1-d1173b9c45a2
8b68e817-0dcb-4332-8755-377afcf1502e,Full Fix leaking sink in the backyard,"Identify and repair kitchen sink leak. Location: backyard, Quantity: several, Type: full.",186.99,in progress,6905609d-0c16-4ff2-afe1-1d49284ab7ce
b2a7ae7b-5791-4742-ac6a-062ecfae1181,Deep Fix leaking sink in the kitchen,"Identify and repair kitchen sink leak. Location: kitchen, Quantity: 3, Type: deep.",232.25,completed,6905609d-0c16-4ff2-afe1-1d49284ab7ce
863639a6-e79c-4b5c-aa36-ce34a2f5f21d,Advanced Fix leaking sink in the garage,"Identify and repair kitchen sink leak. Location: garage, Quantity: 5, Type: advanced.",147.44,in progress,6905609d-0c16-4ff2-afe1-1d49284ab7ce
743af53e-8940-4540-9873-ed9e398e0eda,Basic Lawn mowing in the garage,"Mow the entire front and backyard. Location: garage, Quantity: several, Type: basic.",198.48,completed,c5f7d486-0d4b-4f3e-8217-9a65ef71b7a5
33609aa6-cff1-4ad2-b37e-c739c4ee9478,Deep Weeding in the balcony,"Remove all weeds from flower beds. Location: balcony, Quantity: multiple, Type: deep.",110.0,in progress,c5f7d486-0d4b-4f3e-8217-9a65ef71b7a5
1349b068-6531-4512-bb28-6a9ba8ceb87f,Emergency Trim hedges in the bathroom,"Trim and shape all garden hedges. Location: bathroom, Quantity: several, Type: emergency.",154.97,completed,c5f7d486-0d4b-4f3e-8217-9a65ef71b7a5
9d83e3b3-fe9e-4fc9-b2d4-23c7c96c6fd5,Basic Lighting setup in the backyard,"Install new ceiling lights. Location: backyard, Quantity: 1, Type: basic.",111.28,completed,c15471e3-991f-4622-a728-f1c1c0b5a0b2
0fa4c142-9ac5-4bfd-bf51-b4b9cabbcebb,Deep Install power socket in the balcony,"Install and test a new wall socket. Location: balcony, Quantity: multiple, Type: deep.",161.09,completed,c15471e3-991f-4622-a728-f1c1c0b5a0b2
47b0de5b-ea10-4208-ab80-a88a098efaab,Deep Lighting setup in the balcony,"Install new ceiling lights. Location: balcony, Quantity: 3, Type: deep.",85.65,in progress,1a139c3c-8c1a-4c8c-899e-5719ca21c9f0
da15293a-83fd-4e1b-b7a6-856040dc507b,Advanced Install power socket in the living room,"Install and test a new wall socket. Location: living room, Quantity: 5, Type: advanced.",113.49,in progress,1a139c3c-8c1a-4c8c-899e-5719ca21c9f0
3de4b09e-29f2-4118-b536-567e347bad70,Scheduled Lighting setup in the living room,"Install new ceiling lights. Location: living room, Quantity: several, Type: scheduled.",195.19,in progress,1a139c3c-8c1a-4c8c-899e-5719ca21c9f0
dfa82e33-f786-451a-922e-3bcc95ce1425,Advanced Lawn mowing in the kitchen,"Mow the entire front and backyard. Location: kitchen, Quantity: 2, Type: advanced.",138.82,in progress,42c2748b-7351-4e8d-b3d8-8fd17e85c094
553eb4ee-5242-4dea-8bfb-f08f711f9049,Emergency Trim hedges in the backyard,"Trim and shape all garden hedges. Location: backyard, Quantity: multiple, Type: emergency.",190.59,in progress,42c2748b-7351-4e8d-b3d8-8fd17e85c094
d0f69285-5561-448f-9169-934c151cf5e8,Emergency Weeding in the garage,"Remove all weeds from flower beds. Location: garage, Quantity: 2, Type: emergency.",232.34,in progress,42c2748b-7351-4e8d-b3d8-8fd17e85c094
49fd9d29-23a7-4f98-abfb-a6fe023c8139,Full Install shower in the bedroom,"Install and test new shower system. Location: bedroom, Quantity: multiple, Type: full.",56.28,in progress,e7dbccd5-5a66-4915-b97b-8d2e6cd4f4e2
b938ff56-64f6-4d5b-b6d3-85ecf4fcd3c1,Deep Install shower in the bedroom,"Install and test new shower system. Location: bedroom, Quantity: several, Type: deep.",212.89,completed,e7dbccd5-5a66-4915-b97b-8d2e6cd4f4e2
0f08ece9-6422-4cd8-b398-7575ac9f164e,Full Fix leaking sink in the bedroom,"Identify and repair kitchen sink leak. Location: bedroom, Quantity: 2, Type: full.",205.68,in progress,e7dbccd5-5a66-4915-b97b-8d2e6cd4f4e2
ea8ba296-ec29-4ec3-8322-d6595815c34f,Deep Trim hedges in the garage,"Trim and shape all garden hedges. Location: garage, Quantity: several, Type: deep.",208.42,in progress,c4522c3d-e4d2-4992-9506-325d1e6e4779
578e03e6-cfc1-46f2-8ac1-60c06abaeae7,Advanced Trim hedges in the backyard,"Trim and shape all garden hedges. Location: backyard, Quantity: 2, Type: advanced.",110.28,completed,c4522c3d-e4d2-4992-9506-325d1e6e4779
fdba47ce-8886-423e-bf32-7ae376cc6bd0,Scheduled Clean bathroom in the backyard,"Disinfect and clean all bathroom surfaces. Location: backyard, Quantity: several, Type: scheduled.",49.5,in progress,2c5be346-020d-4809-8802-f8d2b6f454c5
9db8c164-3d1b-42a9-a87e-9c14ba4f7d15,Basic Window cleaning in the rooftop,"Clean all windows inside and out. Location: rooftop, Quantity: 5, Type: basic.",153.6,completed,2c5be346-020d-4809-8802-f8d2b6f454c5
cebd0b81-36c2-4dfb-8270-66b029a996b8,Emergency Trim hedges in the bedroom,"Trim and shape all garden hedges. Location: bedroom, Quantity: several, Type: emergency.",81.89,completed,113a70e0-2499-49c4-afa8-940ffc230bd9
7620ceaf-b14c-44f6-8442-9ddae3caed95,Deep Weeding in the bathroom,"Remove all weeds from flower beds. Location: bathroom, Quantity: 2, Type: deep.",176.68,in progress,113a70e0-2499-49c4-afa8-940ffc230bd9
78cd9418-0cb2-4eb9-aa93-668eacf97ec9,Scheduled Trim hedges in the balcony,"Trim and shape all garden hedges. Location: balcony, Quantity: multiple, Type: scheduled.",222.55,completed,c837f3ec-48db-4332-9f52-79642948d2cc
0aaa0079-7866-418b-9d43-7618999164e8,Deep Lawn mowing in the garage,"Mow the entire front and backyard. Location: garage, Quantity: 2, Type: deep.",64.32,in progress,c837f3ec-48db-4332-9f52-79642948d2cc
b4b7fd38-ce10-42d2-adad-a0739314fa5c,Standard Lawn mowing in the rooftop,"Mow the entire front and backyard. Location: rooftop, Quantity: several, Type: standard.",53.87,in progress,c837f3ec-48db-4332-9f52-79642948d2cc
99864f22-6617-4af8-b978-6372b0091677,Standard Install shelves in the living room,"Install two wooden wall shelves. Location: living room, Quantity: 4, Type: standard.",53.39,in progress,208159df-ae51-46bf-865a-2072e49b0685
de239822-7b74-4e6a-918c-9f2a37d7fef7,Deep Install shelves in the rooftop,"Install two wooden wall shelves. Location: rooftop, Quantity: 4, Type: deep.",237.1,in progress,208159df-ae51-46bf-865a-2072e49b0685
fd71bd50-7d6d-4d77-a3cc-b336da4c1b34,Standard Fix leaking sink in the garage,"Identify and repair kitchen sink leak. Location: garage, Quantity: 4, Type: standard.",167.83,in progress,2d6c3d82-1b7d-4033-bc6d-c1c14e96ee24
87735f68-16e5-4876-838f-b3e680f0cdea,Standard Unclog drain in the kitchen,"Unclog blocked bathroom drain. Location: kitchen, Quantity: 5, Type: standard.",99.57,completed,2d6c3d82-1b7d-4033-bc6d-c1c14e96ee24
c0b10613-6b99-4c97-a558-d6370fc3f4ad,Emergency Unclog drain in the rooftop,"Unclog blocked bathroom drain. Location: rooftop, Quantity: 4, Type: emergency.",123.66,completed,2d6c3d82-1b7d-4033-bc6d-c1c14e96ee24
7908b78d-1b85-449b-9927-d0eebfe289cd,Emergency Weeding in the backyard,"Remove all weeds from flower beds. Location: backyard, Quantity: 1, Type: emergency.",161.78,completed,e974e76c-a40f-4984-9778-20715f69bda7
761bc0cc-0f16-4c7f-aec6-b6db7ac9ce72,Standard Trim hedges in the living room,"Trim and shape all garden hedges. Location: living room, Quantity: multiple, Type: standard.",173.73,completed,e974e76c-a40f-4984-9778-20715f69bda7
5e3d5616-98d3-4015-a1de-a5ec834570b4,Urgent Trim hedges in the bedroom,"Trim and shape all garden hedges. Location: bedroom, Quantity: 4, Type: urgent.",149.21,completed,e974e76c-a40f-4984-9778-20715f69bda7
cc61c65e-5c77-4553-b10e-92b585b0af14,Deep Lawn mowing in the kitchen,"Mow the entire front and backyard. Location: kitchen, Quantity: several, Type: deep.",102.6,in progress,e6717b77-9091-47ce-950d-39049490dc5d
8b9f8e21-f724-4a16-a304-15d00826a165,Urgent Trim hedges in the living room,"Trim and shape all garden hedges. Location: living room, Quantity: 3, Type: urgent.",106.74,completed,e6717b77-9091-47ce-950d-39049490dc5d
71eae79c-fe0d-44e2-b506-31735d79d4a7,Advanced Install shelves in the living room,"Install two wooden wall shelves. Location: living room, Quantity: several, Type: advanced.",171.61,in progress,8ae93668-3df3-4284-b8fc-c9cd3768a5dc
47295e84-2fe5-466f-89dd-ea26c8dc6ce4,Scheduled Assemble cabinet in the balcony,"Assemble and mount wooden cabinet. Location: balcony, Quantity: 4, Type: scheduled.",244.75,completed,8ae93668-3df3-4284-b8fc-c9cd3768a5dc
afcac518-533f-46f0-96da-22e71d877372,Emergency Install shelves in the kitchen,"Install two wooden wall shelves. Location: kitchen, Quantity: multiple, Type: emergency.",208.27,in progress,8ae93668-3df3-4284-b8fc-c9cd3768a5dc
89fec3af-5016-4890-a7cf-a3a62eb6a803,Basic Install shower in the living room,"Install and test new shower system. Location: living room, Quantity: 2, Type: basic.",48.03,completed,098580b5-5a19-4d78-8c38-6da00f25e414
eb366d5a-74bf-4016-ac21-683538596653,Emergency Fix leaking sink in the bathroom,"Identify and repair kitchen sink leak. Location: bathroom, Quantity: multiple, Type: emergency.",131.89,completed,098580b5-5a19-4d78-8c38-6da00f25e414
72e91483-4a63-4a43-a702-761cf86fdcd4,Basic Window cleaning in the rooftop,"Clean all windows inside and out. Location: rooftop, Quantity: 2, Type: basic.",41.92,completed,64261aa5-6d2a-4a04-ab55-3ca902af7319
3b4c0f65-12c5-4ae7-8edc-e8deed9e7fd1,Urgent Vacuum carpets in the kitchen,"Vacuum all carpeted areas. Location: kitchen, Quantity: several, Type: urgent.",137.16,completed,64261aa5-6d2a-4a04-ab55-3ca902af7319
6395be90-b09d-4665-9487-dac5bf24b802,Advanced Assemble cabinet in the garage,"Assemble and mount wooden cabinet. Location: garage, Quantity: multiple, Type: advanced.",70.2,in progress,beaf8726-d397-4614-bf96-02e46caafdcb
d6071ca3-99b9-43a8-87f5-b00ddac0aa8c,Deep Fix door frame in the garage,"Repair broken door frame. Location: garage, Quantity: several, Type: deep.",139.92,in progress,beaf8726-d397-4614-bf96-02e46caafdcb
9039a4e7-64db-4233-8ae9-f1ef3f391774,Standard Assemble cabinet in the backyard,"Assemble and mount wooden cabinet. Location: backyard, Quantity: several, Type: standard.",112.14,completed,beaf8726-d397-4614-bf96-02e46caafdcb
cf7f133e-42d4-48bd-975a-975a7ae4740e,Urgent Window cleaning in the rooftop,"Clean all windows inside and out. Location: rooftop, Quantity: several, Type: urgent.",245.7,completed,6a9cc422-203d-4768-93a3-d1fea6988b4f
4f0d3280-a502-4f5f-bf9f-c61d2d95f794,Emergency Clean bathroom in the living room,"Disinfect and clean all bathroom surfaces. Location: living room, Quantity: multiple, Type: emergency.",86.69,completed,6a9cc422-203d-4768-93a3-d1fea6988b4f
62fdd16d-f845-4249-8c52-f3c964665769,Basic Clean bathroom in the backyard,"Disinfect and clean all bathroom surfaces. Location: backyard, Quantity: 3, Type: basic.",139.96,completed,6a9cc422-203d-4768-93a3-d1fea6988b4f
f0e1c01e-2b95-40da-a513-76687a9cc9e0,Advanced Assemble cabinet in the bathroom,"Assemble and mount wooden cabinet. Location: bathroom, Quantity: several, Type: advanced.",50.67,in progress,b59b511d-7ca3-46ba-8866-1f6e9f2979d0
a77c890c-d3c0-4bdc-87d0-410a391bd61c,Basic Fix door frame in the rooftop,"Repair broken door frame. Location: rooftop, Quantity: several, Type: basic.",61.86,completed,b59b511d-7ca3-46ba-8866-1f6e9f2979d0
fff27cd9-52f1-4bac-be45-047512ce0241,Basic Fix door frame in the backyard,"Repair broken door frame. Location: backyard, Quantity: multiple, Type: basic.",43.56,in progress,b59b511d-7ca3-46ba-8866-1f6e9f2979d0
0a7e4850-22c6-4e51-b1cb-7d79397d8f00,Standard Clean bathroom in the kitchen,"Disinfect and clean all bathroom surfaces. Location: kitchen, Quantity: 1, Type: standard.",78.91,in progress,efee94b2-1265-4a6b-81d8-83b0b3c86779
6210f439-7273-475b-a96f-a711b5a14415,Basic Window cleaning in the bathroom,"Clean all windows inside and out. Location: bathroom, Quantity: 3, Type: basic.",245.5,in progress,efee94b2-1265-4a6b-81d8-83b0b3c86779
bb754e19-da61-4528-ada1-b776bf7d32db,Full Window cleaning in the bedroom,"Clean all windows inside and out. Location: bedroom, Quantity: 1, Type: full.",59.62,in progress,efee94b2-1265-4a6b-81d8-83b0b3c86779
d1f6b4e3-7352-4fcc-b435-b3d13d915d2b,Urgent Clean bathroom in the living room,"Disinfect and clean all bathroom surfaces. Location: living room, Quantity: 4, Type: urgent.",69.54,completed,fe12f1f8-760c-4c70-a959-de7945d1c5bb
94d0dc0c-07e3-4d62-8486-98845e0a7241,Basic Window cleaning in the backyard,"Clean all windows inside and out. Location: backyard, Quantity: 5, Type: basic.",43.33,completed,fe12f1f8-760c-4c70-a959-de7945d1c5bb
dacb982e-c280-4e15-8b93-f3fa1102a885,Full Assemble cabinet in the rooftop,"Assemble and mount wooden cabinet. Location: rooftop, Quantity: several, Type: full.",149.64,in progress,8b5c2b68-13be-45ed-a87f-b630ae9970a5
f7ad536d-be6c-4dac-af1f-1d17726e17cd,Full Assemble cabinet in the backyard,"Assemble and mount wooden cabinet. Location: backyard, Quantity: 5, Type: full.",148.65,completed,8b5c2b68-13be-45ed-a87f-b630ae9970a5
b0e65490-264c-4f5c-aeb0-85562c99af97,Basic Install shower in the bathroom,"Install and test new shower system. Location: bathroom, Quantity: 1, Type: basic.",47.83,in progress,0972e493-03cc-48a8-aac2-d4c0e90c0ab3
5b2108af-504c-4082-93f9-9a07829dfb0d,Basic Fix leaking sink in the rooftop,"Identify and repair kitchen sink leak. Location: rooftop, Quantity: 1, Type: basic.",115.78,completed,0972e493-03cc-48a8-aac2-d4c0e90c0ab3
f45d0201-e79f-4153-8874-b38f9658fd13,Full Install shower in the kitchen,"Install and test new shower system. Location: kitchen, Quantity: 4, Type: full.",211.67,completed,0972e493-03cc-48a8-aac2-d4c0e90c0ab3
516911b6-bd44-4f40-8352-02099cdcf40a,Emergency Weeding in the bathroom,"Remove all weeds from flower beds. Location: bathroom, Quantity: multiple, Type: emergency.",188.32,completed,60937c59-2c29-4a96-a480-7ce9ff58db95
23cdbca2-df09-4132-a80b-d7cd7194dc82,Full Weeding in the garage,"Remove all weeds from flower beds. Location: garage, Quantity: 5, Type: full.",71.37,in progress,60937c59-2c29-4a96-a480-7ce9ff58db95
b26570b4-b00e-43a0-b597-985c21ddc6b0,Standard Trim hedges in the bathroom,"Trim and shape all garden hedges. Location: bathroom, Quantity: 3, Type: standard.",219.5,in progress,8a8b9815-8df7-4fee-aa0b-f3f016bda397
afc316df-c6bb-4090-81d8-7a5793649c7b,Full Trim hedges in the kitchen,"Trim and shape all garden hedges. Location: kitchen, Quantity: 4, Type: full.",56.3,completed,8a8b9815-8df7-4fee-aa0b-f3f016bda397
565b8a02-2e32-4da3-9f04-313e783de485,Urgent Lawn mowing in the backyard,"Mow the entire front and backyard. Location: backyard, Quantity: 5, Type: urgent.",171.98,completed,8a8b9815-8df7-4fee-aa0b-f3f016bda397
a7b03dfb-4c94-4404-98db-c01703bcb5f3,Deep Lighting setup in the rooftop,"Install new ceiling lights. Location: rooftop, Quantity: 1, Type: deep.",192.38,in progress,0e572ad4-2913-474d-9851-7bd5889bb1d4
cbba47ca-1a2a-4b91-82d4-59b6b12c45f6,Standard Fix circuit breaker in the backyard,"Diagnose and repair faulty breaker. Location: backyard, Quantity: 4, Type: standard.",121.58,in progress,0e572ad4-2913-474d-9851-7bd5889bb1d4
fb163d79-5e6e-4bc4-945c-960fa5a6cd65,Deep Fix circuit breaker in the garage,"Diagnose and repair faulty breaker. Location: garage, Quantity: 3, Type: deep.",154.87,in progress,0e572ad4-2913-474d-9851-7bd5889bb1d4
589e352f-adae-4601-aa22-c11d6960984c,Standard Fix door frame in the backyard,"Repair broken door frame. Location: backyard, Quantity: multiple, Type: standard.",68.59,completed,9717dc56-09c3-460c-b66b-311e2e5bc53a
76cd3d99-b3f2-4673-93f6-5666b2aadc7a,Deep Assemble cabinet in the bathroom,"Assemble and mount wooden cabinet. Location: bathroom, Quantity: multiple, Type: deep.",72.03,completed,9717dc56-09c3-460c-b66b-311e2e5bc53a
9d754ac1-cc5d-4aee-adcd-544644bb701f,Standard Install shelves in the bathroom,"Install two wooden wall shelves. Location: bathroom, Quantity: 2, Type: standard.",221.31,in progress,9717dc56-09c3-460c-b66b-311e2e5bc53a
5f9a0d4a-d645-4377-8232-e08af86ce83d,Advanced Fix leaking sink in the backyard,"Identify and repair kitchen sink leak. Location: backyard, Quantity: multiple, Type: advanced.",133.17,in progress,f8808a79-b3af-46ea-8348-cac35b7b9de2
dbe9834f-77bd-428f-af02-11e684600fa2,Basic Fix leaking sink in the garage,"Identify and repair kitchen sink leak. Location: garage, Quantity: 3, Type: basic.",89.01,in progress,f8808a79-b3af-46ea-8348-cac35b7b9de2
c6517df5-1bd6-4500-9c45-9e62ea6cb54c,Scheduled Unclog drain in the bathroom,"Unclog blocked bathroom drain. Location: bathroom, Quantity: multiple, Type: scheduled.",117.16,in progress,f8808a79-b3af-46ea-8348-cac35b7b9de2
e73bbf56-270a-47cf-bf79-b7d694cdf7ed,Basic Fix door frame in the living room,"Repair broken door frame. Location: living room, Quantity: 5, Type: basic.",146.12,completed,b5e43ce9-3a35-40d8-8a54-c5f067c22fc4
9a307f05-51df-4ba7-a232-a34c017fc48e,Emergency Install shelves in the balcony,"Install two wooden wall shelves. Location: balcony, Quantity: multiple, Type: emergency.",229.53,completed,b5e43ce9-3a35-40d8-8a54-c5f067c22fc4
b906ea69-7b18-4164-b2d1-8367489ea01d,Urgent Install shelves in the balcony,"Install two wooden wall shelves. Location: balcony, Quantity: 5, Type: urgent.",188.0,in progress,f98e9266-fac2-41f8-94a3-ae4562175573
